Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;TIA ROSINHA CENTRO DE CONVIVENCIA INFANTIL;35803017;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA POUSO ALEGRE, 51 RUA. BOSQUE DOS EUCALIPTOS. 12233-340 São José dos Campos - SP.";(12) 33076529;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2441146;-45.8860033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;TURMINHA DO PIU PIU BERCARIO HOTELZINHO;35803029;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"POLLUX, 251 RUA. JARDIM SATELITE. 12230-370 São José dos Campos - SP.";(12) 39372504;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2279849;-45.8875004
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ARVORE ENCANTADA CENTRO EDUCACAO INFANTIL;35803613;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"BRASIL, 262 AVENIDA. MONTE CASTELO. 12215-000 São José dos Campos - SP.";(12) 991244956;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-23.1817954;-45.8738251
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMBRAER JUAREZ WANDERLEY COLEGIO;35805555;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FRANCISCO VITOR CESAR LEITE, 9800 RUA. EUGENIO DE MELLO. 12247-611 São José dos Campos - SP.";(12) 21361128;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;;-23.1309549;-45.763159
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;VO MARIA FELIX CECOI;35807953;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"CARLOS NUNES DE PAULA, 1172 RUA. JARDIM IMPERIAL. 12234-000 São José dos Campos - SP.";(12) 39662823;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.2768608;-45.900355
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;AQUARIUS UNIVAP COLEGIO;35808246;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR TERTULIANO DELPHIM JUNIOR, 181 PRACA. PARQUE RESIDENCIAL AQUARIUS. 12246-080 São José dos Campos - SP.";(12) 39080970;Privada;Filantrópica;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-23.2177267;-45.9052539
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MEU CANTINHO INSTITUTO EDUCACIONAL;35808866;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"VINTE E CINCO DE JULHO, 80 RUA. JARDIM DAS CEREJEIRAS. 12225-540 São José dos Campos - SP.";(12) 39074810;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.1908383;-45.7879025
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ANALIA FRANCO CECOI;35808885;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"ANTONIO DE PAULA FERREIRA, 52 RUA. CENTRO. 12210-020 São José dos Campos - SP.";(12) 39434342;Privada;Comunitária;Sim;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-23.1897655;-45.8835033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CASEPAFE CECOI;35808891;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA A, 1887 RUA. JARDIM SANTA HERMINIA. 12226-838 São José dos Campos - SP.";(12) 39076845;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.2124766;-45.7808671
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MEU SEGUNDO LAR CECOI;35808908;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"CLEMENTINO RODRIGUES SIMOES, 1305 RUA. CONJUNTO RESIDENCIAL GALO BRANCO. 12247-490 São José dos Campos - SP.";(12) 30286381;Privada;Comunitária;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.1396164;-45.777914
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;FERNAO CAPELO GAIVOTA CENTRO DE CONVIVENCIA INFANTIL;35808912;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GISELE MARTINS, 890 RUA. CIDADE MORUMBI. 12236-500 São José dos Campos - SP.";(12) 39393868;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2556628;-45.8992614
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MUNDO ENCANTADO CENTRO DE ORIENTACAO E RECREACAO;35808945;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"BENEDITO PEREIRA, 110 RUA. BOSQUE DOS EUCALIPTOS. 12233-130 São José dos Campos - SP.";(12) 39174306;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2411542;-45.8846249
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;PASSO A PASSO ESCOLA DE EDUCACAO INFANTIL;35808957;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAO AVILA, 235 RUA. CASTANHEIROS. 12225-310 São José dos Campos - SP.";(12) 39076300;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.1831872;-45.7936202
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;PINTANDO O SETE ESPACO RECREATIVO INFANTIL;35808969;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"JOAQUIM FREIRE, 27 TRAVESSA. CENTRO. 12209-660 São José dos Campos - SP.";(12) 30183723;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.1852713;-45.8809361
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CANTINHO DA CRIANCA ESCOLA DE EDUCACAO INFANTIL;35808982;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOS CAJUEIROS, 261 RUA. JARDIM DAS INDUSTRIAS. 12241-190 São José dos Campos - SP.";(12) 39393782;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2326254;-45.9244421
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;DINORA PEREIRA RAMOS BRITO PROFESSORA;35901532;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"JOAO RODOLFO CASTELLI, 157 AVENIDA. PUTIM. 12228-000 São José dos Campos - SP.";(12) 39441135;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-23.24433892;-45.84424059
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NELSON FERREIRA DA SILVA PROFESSOR;35901556;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"WLADIMIR HERZOG, 400 RUA. BOSQUE DOS EUCALIPTOS. 12233-610 São José dos Campos - SP.";(12) 39361900;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-23.2548325834796;-45.8866939600557
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JULIA BERNARDES RODRIGUES PROFESSORA;35901568;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"CRISTOVAO SAO, 843 AVENIDA. JARDIM SAO JUDAS TADEU. 12228-260 São José dos Campos - SP.";(12) 39441815;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-23.25491980746;-45.8307702028748
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;UBIRAJARA BERNA DE CHIARA UBIRAJARA BRASIL;35901573;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"FLOR DE LIS, 113 RUA. JARDIM DAS FLORES. 12247-650 São José dos Campos - SP.";(12) 39051511;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-23.1466055335692;-45.797108430458
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;GERALDINA COELHO MONTEIRO PROFESSORA;35901581;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"R PROFESSORA MARIA HELENA MOREIRA DE QUEIROZ, 186 JARDIM NOVA MICHIGAN. 12225-440 São José dos Campos - SP.";(12) 39071606;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-23.18757816;-45.79479195
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;RUTH COUTINHO SOBREIRO PROFESSORA;35902548;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"JOSE ALVES DE PAIVA, 530 RUA. JARDIM SANTA INES II. 12248-511 São José dos Campos - SP.";(12) 39295433;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;-23.17128053;-45.80220427
ESCOLA PARALISADA;MARIA AUGUSTA MOREIRA DA COSTA PROFA;35903140;SP;São José dos Campos;Urbana;Não Informado;Pública;"RUA DOS CANINDES, JARDIM UIRA. 12227-621 São José dos Campos - SP.";(12) 39219556;Estadual;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MARIA APARECIDA VERISSIMO MADUREIRA RAMOS PROFESSORA;35905100;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"CARVALHOS, 30 RUA. JARDIM DAS INDUSTRIAS. 12241-260 São José dos Campos - SP.";(12) 39319884;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-23.2291048;-45.9226657
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ARLETE ELOIZA FERREIRA TEIXEIRA PROFESSORA;35905112;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"ORLANDO SILVA, 35 RUA. JARDIM NOVA DETROIT. 12224-580 São José dos Campos - SP.";(12) 39295568;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-23.1664425;-45.8114406
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;DIRCE ELIAS PROFESSORA;35905124;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA MUNICIPAL JOSE BENEDITO DE OLIVEIRA, 1991 ESTRADA MUNICIPAL. FREITAS. 12214-422 São José dos Campos - SP.";(12) 39481303;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-23.1103733;-45.9366653
ESCOLA PARALISADA;HOMERA DA SILVA BRAGA PROFA;35905136;SP;São José dos Campos;Urbana;Não Informado;Pública;"RUA JOAQUIM DE PAULA, CIDADE MORUMBI. 12236-450 São José dos Campos - SP.";(12) 39332100;Estadual;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JOAQUIM DE MOURA CANDELARIA PROFESSOR;35911392;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"JOSEFA ALBUQUERQUE DOS SANTOS, 831 RUA. CIDADE MORUMBI. 12236-670 São José dos Campos - SP.";(12) 39311908;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";;-23.2568356068805;-45.909243458882
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JOSE ANTONIO COUTINHO CONDINO PROFESSOR;35912712;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"A, 1477 RUA. JARDIM SANTA HERMINIA. 12226-838 São José dos Campos - SP.";(12) 39071806;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-23.2111948;-45.7790436
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JOAO MOROTTI FILHO;35915026;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"IRENE TOLEDO DE SOUZA GOMES, SN RUA. BOM RETIRO. 12226-280 São José dos Campos - SP.";(12) 39071388;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-23.20937522;-45.75363576
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JOAO FERREIRA DOS SANTOS PROFESSOR;35916304;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"QUINZE DE OUTUBRO, 80 RUA. JARDIM DAS CEREJEIRAS. 12225-500 São José dos Campos - SP.";(12) 39071033;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-23.1948111;-45.7919805
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDGAR MELLO MATTOS DE CASTRO ENGENHEIRO;35917254;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"IMPERADOR, 701 ESTRADA. CAMPO DOS ALEMAES. 12239-148 São José dos Campos - SP.";(12) 39661272;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";Atendimento Educacional Especializado;-23.2726491;-45.9032122
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;XENOFONTE STRABAO DE CASTRO PROFESSOR;35917266;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"ABELARDO ALVES DE PAIVA, 53 RUA. JARDIM SANTA INES I. 12248-490 São José dos Campos - SP.";(12) 39293031;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;-23.1733627;-45.7959554
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ANA HERONDINA SOARES SCHYCHOF PROFESSORA;35917448;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"CIDADE DE WASHINGTON, 163 RUA. CIDADE VISTA VERDE. 12223-600 São José dos Campos - SP.";(12) 39293693;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-23.17663855;-45.82060818
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;AMINTAS ROCHA BRITO PROFESSOR;35917597;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"ANIBAL FERRI, 193 RUA. JARDIM CASTANHEIRA. 12225-290 São José dos Campos - SP.";(12) 39072011;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;-23.18471913;-45.7932561
ESCOLA PARALISADA;RIO COMPRIDO;35918416;SP;São José dos Campos;Urbana;Não Informado;Pública;"RUA DOIS, JARDIM VALE DO SOL. 12238-000 São José dos Campos - SP.";(12) 39316811;Estadual;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ZILAH FERREIRA VIAGI PASSARELLI DE CAMPOS PROFESSORA;35919724;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"VOTUPORANGA, 326 RUA. BOSQUE DOS EUCALIPTOS. 12233-490 São José dos Campos - SP.";(12) 39361080;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-23.2581939;-45.8910338
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MARIA GOMIDE SANTOS DE SOUZA PROFESSORA;35919731;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"ZELIA ALBUQUERQUE DOS SANTOS, 452 RUA. CIDADE MORUMBI. 12236-680 São José dos Campos - SP.";(12) 39310377;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-23.2511255;-45.9075217
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JOSE FREDERICO MARQUES PROFESSOR;35919755;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"NELSON JOSE DE CARVALHO FERREIRA, 91 RUA. CAMPO DOS ALEMAES. 12239-170 São José dos Campos - SP.";(12) 39661221;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-23.2685937;-45.900187
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ELIDIA TEDESCO DE OLIVEIRA PROFESSORA;35920459;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"JUVENAL SANTOS, 4 RUA. CONJUNTO RESIDENCIAL GALO BRANCO. 12247-430 São José dos Campos - SP.";(12) 39052196;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-23.1415770202875;-45.7757397741079
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NAJLA JAMILE SANTOS MACHADO DE ARAUJO PROFESSORA;35921282;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"OSVALDO ORLANDO DA COSTA, 352 RUA. CONJUNTO RESIDENCIAL DOM PEDRO I. 12232-842 São José dos Campos - SP.";(12) 39661770;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-23.2767247;-45.8923937
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MARCIA HELENA BARBOSA LINO PROFESSORA;35922018;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"JOSE RODRIGUES SALGADO, 150 RUA. CAMPO DOS ALEMAES. 12239-670 São José dos Campos - SP.";(12) 39661699;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-23.26962981;-45.89078662
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NILCE CONCEICAO DE LIMA PROFESSORA;35922857;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA NATALIO ANGELO STABELI, 84 AVENIDA. JARDIM SAO LEOPOLDO. 12228-190 São José dos Campos - SP.";(12) 39441582;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;-23.244683900848;-45.8251458127052
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFESSORA;35925925;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SAO JANUARIO, 81 RUA. JARDIM SAO JUDAS TADEU. 12228-450 São José dos Campos - SP.";(12) 39445190;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";Atendimento Educacional Especializado;-23.2542701;-45.831619
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEEJA DE SAO JOSE DOS CAMPOS;35980195;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"CLAUDINO PRISCO, 343 RUA. VILA NOVA CRISTINA. 12211-139 São José dos Campos - SP.";(12) 39218470;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação de Jovens Adultos;;-23.1572352;-45.8913892
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR;CEL JTO A EE ESTEVAN FERRI PROFESSOR;35985259;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"CANTIDIO MIRAGAIA, 100 RUA. MONTE CASTELO. 12215-110 São José dos Campos - SP.";(12) 39234677;Estadual;Não Informado;Não;Sim;Escola sem matrícula de escolarização;;Atividade Complementar;-23.1830359;-45.8747201
